instance family sat vbs lad supplementallad vf2 glasgow1 glasgow2 glasgow3 glasgow4
si2_r005_m200.08 7 1 3773 48830 76597 1e8 7515 3773 4382 5249
si2_r005_m200.04 7 1 5333 10942 13754 1e8 10255 5333 6442 7697
si2_r005_m200.09 7 1 13 141 166 1e8 30 13 46 352
si2_r005_m200.06 7 1 81 176 3534 1e8 128 81 108 437
si2_r005_m200.00 7 1 908 33519 23184 1e8 908 1436 1704 2250
si2_r005_m200.07 7 1 36 5074 3552 1e8 350 36 107 390
si4_b03m_m400.03 4 1 2 010 013 2 5 16 25 71
si4_b03m_m400.09 4 1 2 011 010 2 8 20 28 64
si4_b03m_m400.08 4 1 2 016 010 2 8 23 27 51
si4_b03m_m400.04 4 1 2 011 012 2 11 20 50 43
si4_b03m_m400.00 4 1 3 010 012 3 5 10 27 53
si4_b03m_m400.01 4 1 2 011 011 2 8 30 39 82
si4_b03m_m400.07 4 1 2 011 020 2 5 18 30 69
si4_b03m_m400.02 4 1 2 019 012 2 8 31 37 55
si4_b03m_m400.06 4 1 2 012 013 2 5 24 38 71
si4_b03m_m400.05 4 1 3 010 009 3 5 10 33 42
si2_r01_m600.01 7 1 46636 1e8 1e8 1e8 46636 57980 79514 1175211
si2_r01_m600.06 7 1 185448 1e8 1e8 1e8 185448 232082 289699 1442547
si2_r01_m600.09 7 1 719603 1e8 1e8 1e8 719603 893446 1101600 2406956
si2_r01_m600.08 7 1 1137201 1e8 1e8 1e8 1137201 1480039 1808372 3244350
si2_r01_m600.04 7 1 378003 1e8 1e8 1e8 378003 467601 572073 1771622
si2_r01_m600.02 7 1 521241 1e8 1e8 1e8 521241 638610 784022 2032259
si2_r01_m600.00 7 1 409983 1e8 42082067 1e8 409983 472832 616415 1822349
si2_r01_m600.07 7 1 126303 1e8 1e8 1e8 126303 154330 194476 1304043
si2_r01_m600.03 7 1 238645 1e8 84409029 1e8 238645 294967 365319 1533641
si2_r01_m600.05 7 1 152307 1e8 1e8 1e8 152307 189499 239099 1392181
si4_m4Dr6_m256.01 6 1 2 010 008 2 3 13 22 59
si4_m4Dr6_m256.00 6 1 1 084 068 1 8 17 49 137
si4_m4Dr6_m256.05 6 1 1 148 045 1 34 11 28 77
si4_m4Dr6_m256.08 6 1 1 104 047 1 36 11 25 67
si4_m4Dr6_m256.03 6 1 2 012 009 2 4 18 45 120
si4_m4Dr6_m256.06 6 1 1 061 030 1 4 17 51 146
si4_m4Dr6_m256.09 6 1 1 064 010 1 3 9 26 68
si4_m4Dr6_m256.07 6 1 2 384 123 2 138 15 27 105
si4_m4Dr6_m256.02 6 1 1 034 006 1 4 18 45 117
si4_m4Dr6_m256.04 6 1 1 081 079 1 23 17 35 112
si2_b03m_m400.02 4 1 2 006 009 2 3 16 20 32
si2_b03m_m400.00 4 1 2 005 005 2 4 10 32 76
si2_b03m_m400.01 4 1 2 009 007 2 4 10 23 60
si2_b03m_m400.05 4 1 1 007 005 1 3 12 35 57
si2_b03m_m400.08 4 1 1 008 006 1 4 14 29 95
si2_b03m_m400.07 4 1 2 007 009 2 3 11 34 31
si2_b03m_m400.09 4 1 1 004 004 1 7 17 28 84
si2_b03m_m400.03 4 1 1 008 007 1 4 25 27 42
si2_b03m_m400.04 4 1 2 005 006 2 3 10 32 72
si2_b03m_m400.06 4 1 1 008 016 1 3 9 29 82
si2_b03m_m200.05 4 1 0 002 001 0 2 9 11 12
si2_b03m_m200.03 4 1 0 001 001 0 0 3 5 14
si2_b03m_m200.00 4 1 0 004 003 0 1 6 13 13
si2_b03m_m200.08 4 1 0 001 001 0 1 5 9 23
si2_b03m_m200.06 4 1 0 002 002 0 0 4 6 11
si2_b03m_m200.02 4 1 0 001 001 0 1 4 6 17
si2_b03m_m200.09 4 1 0 002 001 0 0 5 5 9
si2_b03m_m200.04 4 1 0 002 002 0 1 5 9 15
si2_b03m_m200.01 4 1 0 002 001 0 0 2 11 18
si2_b03m_m200.07 4 1 0 001 003 0 0 4 4 7
si4_r001_m200.04 7 1 3 019 016 1e8 3 4 8 19
si4_r001_m200.07 7 1 3 031 020 1e8 3 7 16 38
si4_r001_m200.00 7 1 2 018 016 1e8 2 4 8 18
si4_r001_m200.01 7 1 3 018 019 283970 3 4 9 23
si4_r001_m200.03 7 1 4 025 030 1e8 7159 4 8 21
si4_r001_m200.06 7 1 3 018 018 1e8 3 13 18 42
si4_r001_m200.05 7 1 7 023 018 1e8 925 7 11 21
si4_r001_m200.08 7 1 3 021 026 1e8 3 4 9 22
si4_r001_m200.09 7 1 9 130 067 1e8 1208 9 17 22
si4_r001_m200.02 7 1 5 029 020 1e8 47 5 15 36
si2_m4D_m256.08 5 1 1 043 029 1 4 9 29 44
si2_m4D_m256.03 5 1 1 062 041 1 2 5 17 51
si2_m4D_m256.02 5 1 1 018 022 1 2 11 19 38
si2_m4D_m256.06 5 1 1 035 043 1 1 5 14 29
si2_m4D_m256.04 5 1 1 012 008 1 2 6 20 31
si2_m4D_m256.07 5 1 1 017 024 1 2 7 18 36
si2_m4D_m256.01 5 1 1 037 043 1 3 5 14 30
si2_m4D_m256.09 5 1 1 021 024 1 2 6 28 42
si2_m4D_m256.00 5 1 1 018 023 1 1 18 43 74
si2_m4D_m256.05 5 1 1 032 045 1 1 5 14 30
si6_r01_m400.04 7 1 497 663141 2475520 1e8 497 1544 4596 142639
si6_r01_m400.08 7 1 821 73242 430378 1e8 821 1898 5011 144103
si6_r01_m400.07 7 1 61 1112504 738714 1e8 61 1006 3952 141692
si6_r01_m400.06 7 1 550 732864 658858 1e8 550 1674 4650 143631
si6_r01_m400.05 7 1 203 4122298 2846407 1e8 203 1170 4135 141221
si6_r01_m400.02 7 1 163 8593767 1723348 1e8 163 1220 4064 141013
si6_r01_m400.00 7 1 541 470321 1394529 1e8 541 1660 4581 141693
si6_r01_m400.03 7 1 2259 1645301 1081959 1e8 2259 3682 7060 147258
si6_r01_m400.01 7 1 1586 3533500 468545 1e8 1586 2830 6038 143905
si6_r01_m400.09 7 1 4233 10490767 644636 1e8 4233 6459 9920 149509
si2_m4Dr4_m625.07 6 1 7 490 103 7 382 52 135 350
si2_m4Dr4_m625.02 6 1 7 037 029 7 9 35 79 166
si2_m4Dr4_m625.03 6 1 6 028 021 6 14 122 224 534
si2_m4Dr4_m625.00 6 1 6 044 034 6 9 42 134 277
si2_m4Dr4_m625.05 6 1 6 023 023 6 15 44 112 301
si2_m4Dr4_m625.06 6 1 6 256 330 6 566 50 124 323
si2_m4Dr4_m625.09 6 1 6 688 1697 6 264994 357 164 222
si2_m4Dr4_m625.01 6 1 6 380 167 6 31 28 70 183
si2_m4Dr4_m625.08 6 1 6 739 947 6 2266 59 74 189
si2_m4Dr4_m625.04 6 1 6 1599 356 6 21141 50 74 193
si4_r01_m400.01 7 1 1033 37391015 3513270 1e8 1033 1682 4241 134394
si4_r01_m400.08 7 1 95 31850022 3534661 1e8 95 663 2846 132021
si4_r01_m400.02 7 1 1816 8414434 17760232 1e8 1816 2708 5232 135430
si4_r01_m400.03 7 1 3764 1e8 8377541 1e8 3764 4848 7893 138194
si4_r01_m400.07 7 1 1178 20136699 5883890 1e8 1178 2232 4295 133107
si4_r01_m400.06 7 1 145 15246797 4545308 1e8 145 599 2872 131192
si4_r01_m400.04 7 1 46633 1e8 6560950 1e8 46633 53210 67115 203097
si4_r01_m400.00 7 1 32001 1e8 7950159 1e8 32001 37992 46485 183026
si4_r01_m400.05 7 1 1822 51811766 1641608 1e8 1822 2559 5229 134589
si4_r01_m400.09 7 1 16863 8689054 2222464 1e8 16863 20331 25850 158498
si2_b09m_m400.09 4 1 3 013 015 3 3 19 71 212
si2_b09m_m400.03 4 1 3 132 016 3 4 30 66 199
si2_b09m_m400.01 4 1 3 017 015 3 3 13 49 159
si2_b09m_m400.08 4 1 3 043 016 3 3 25 51 164
si2_b09m_m400.05 4 1 3 135 015 3 8 19 64 186
si2_b09m_m400.06 4 1 3 015 017 4 3 14 46 165
si2_b09m_m400.00 4 1 3 015 020 3 6 25 53 170
si2_b09m_m400.02 4 1 3 017 022 4 3 14 44 146
si2_b09m_m400.04 4 1 3 014 015 3 3 14 48 151
si2_b09m_m400.07 4 1 3 014 023 3 6 16 81 162
si2_b09_m800.07 3 1 15 2478 1819 15 25 155 365 726
si2_b09_m800.04 3 1 14 2470 1789 14 25 152 368 724
si2_b09_m800.05 3 1 10 2489 1838 10 27 139 365 725
si2_b09_m800.00 3 1 10 2404 2140 10 25 139 369 728
si2_b09_m800.02 3 1 10 2458 1794 10 25 138 364 743
si2_b09_m800.01 3 1 10 2494 1800 10 28 183 366 799
si2_b09_m800.08 3 1 10 2548 1821 10 25 142 367 727
si2_b09_m800.09 3 1 10 2497 1828 10 25 154 366 728
si2_b09_m800.03 3 1 10 2478 1801 10 41 139 367 725
si2_b09_m800.06 3 1 10 2821 1861 10 25 145 365 725
si6_b03_m400.04 3 1 2 359 471 2 11 49 49 88
si6_b03_m400.09 3 1 2 363 465 2 10 27 49 90
si6_b03_m400.02 3 1 2 356 470 2 9 27 48 95
si6_b03_m400.06 3 1 2 362 478 2 16 27 48 88
si6_b03_m400.05 3 1 2 385 476 2 10 27 49 89
si6_b03_m400.08 3 1 2 354 483 2 17 39 91 109
si6_b03_m400.01 3 1 3 360 471 3 10 27 49 91
si6_b03_m400.07 3 1 2 360 468 2 11 28 48 88
si6_b03_m400.03 3 1 2 358 464 2 10 28 48 88
si6_b03_m400.00 3 1 2 357 463 2 9 30 48 92
si2_r005_m600.03 7 1 7821 1e8 2298362 1e8 7821 8231 11719 96887
si2_r005_m600.00 7 1 325375 1e8 67275149 1e8 325375 443937 536847 729320
si2_r005_m600.06 7 1 66038 99965461 7620128 1e8 66038 71317 86943 185712
si2_r005_m600.01 7 1 228413 1e8 764379 1e8 228413 246131 304433 449433
si2_r005_m600.04 7 1 25816 1e8 34416254 1e8 25816 26686 34454 124428
si2_r005_m600.09 7 1 7212 4430425 883910 1e8 7212 8351 11674 96932
si2_r005_m600.05 7 1 47217 1e8 4483799 1e8 47217 349236 421944 591745
si2_r005_m600.02 7 1 126399 1e8 24693493 1e8 126399 146112 177702 297328
si2_r005_m600.08 7 1 53330 1e8 3285916 1e8 222594 53330 65446 160796
si2_r005_m600.07 7 1 5820 1e8 6645749 1e8 11586 5820 8928 95070
si4_r01_m600.05 7 1 3944 1e8 9995757 1e8 3944 6879 18812 1134244
si4_r01_m600.02 7 1 8221 52344438 71755929 1e8 8221 11155 24473 1140821
si4_r01_m600.03 7 1 45010 1e8 1e8 1e8 45010 56719 79628 1204384
si4_r01_m600.07 7 1 10898 1e8 1e8 1e8 10898 13522 26963 1137722
si4_r01_m600.08 7 1 23930 1e8 1e8 1e8 23930 30458 47773 1166470
si4_r01_m600.06 7 1 33084 1e8 9546090 1e8 33084 41942 61633 1180752
si4_r01_m600.01 7 1 1526 1e8 1e8 1e8 1526 3268 15079 1134093
si4_r01_m600.04 7 1 285 86517685 31201984 1e8 285 1738 13088 1128275
si4_r01_m600.00 7 1 398 1e8 1e8 1e8 398 1893 13447 1133655
si4_r01_m600.09 7 1 53236 1e8 1e8 1e8 53236 66957 91637 1226518
si2_b09_m400.04 3 1 2 335 262 2 10 54 115 196
si2_b09_m400.08 3 1 2 330 264 2 5 60 91 195
si2_b09_m400.05 3 1 3 414 264 3 5 35 97 196
si2_b09_m400.01 3 1 3 335 267 3 5 35 92 198
si2_b09_m400.03 3 1 3 409 264 3 7 35 144 209
si2_b09_m400.02 3 1 2 332 264 2 5 41 92 195
si2_b09_m400.07 3 1 2 335 265 2 5 35 92 197
si2_b09_m400.09 3 1 2 628 274 2 5 35 93 196
si2_b09_m400.06 3 1 3 332 264 3 5 59 92 196
si2_b09_m400.00 3 1 3 338 262 3 6 55 93 196
si4_b06_m200.06 3 1 1 070 051 1 3 18 25 66
si4_b06_m200.03 3 1 0 070 051 0 2 18 25 44
si4_b06_m200.02 3 1 0 072 053 0 3 11 42 44
si4_b06_m200.07 3 1 0 072 053 0 2 10 26 44
si4_b06_m200.05 3 1 0 070 052 0 4 10 25 44
si4_b06_m200.08 3 1 0 073 053 0 2 10 25 44
si4_b06_m200.00 3 1 1 076 052 1 2 10 24 44
si4_b06_m200.04 3 1 0 071 049 0 3 10 25 45
si4_b06_m200.01 3 1 0 071 049 0 3 11 25 45
si4_b06_m200.09 3 1 0 071 049 0 2 14 25 45
si4_r005_m400.06 7 1 54 67233 47786 1e8 54 341 1061 11568
si4_r005_m400.03 7 1 581 121947 24390 1e8 2109 581 1327 11991
si4_r005_m400.07 7 1 821 125572 46401 1e8 879 821 1629 12081
si4_r005_m400.01 7 1 99 235754 324593 1e8 99 308 1023 11468
si4_r005_m400.04 7 1 1003 1255071 75634 1e8 1003 1055 1930 12529
si4_r005_m400.00 7 1 234 2455910 244208 1e8 234 443 1180 11551
si4_r005_m400.09 7 1 112 536650 171295 1e8 112 338 1048 11470
si4_r005_m400.05 7 1 246 126524 47530 1e8 246 395 1121 11691
si4_r005_m400.08 7 1 38 2409048 368565 1e8 38 414 941 11308
si4_r005_m400.02 7 1 2875 703930 364496 1e8 3974 2875 4104 14954
si4_m4Dr2_m1296.07 6 1 33 200 251 33 120 301 2297 5123
si4_m4Dr2_m1296.00 6 1 32 304 308 32 119 362 738 1792
si4_m4Dr2_m1296.05 6 1 32 243 229 32 111 335 788 1893
si4_m4Dr2_m1296.04 6 1 35 210 211 35 87 190 406 962
si4_m4Dr2_m1296.08 6 1 31 3230 1561 31 457 437 935 2284
si4_m4Dr2_m1296.01 6 1 32 199 203 32 119 310 1006 2474
si4_m4Dr2_m1296.06 6 1 34 201 210 34 139 191 699 1615
si4_m4Dr2_m1296.02 6 1 32 196 207 32 84 187 641 1486
si4_m4Dr2_m1296.03 6 1 31 2939 269 31 926 246 536 1288
si4_m4Dr2_m1296.09 6 1 34 349 312 34 130 366 1071 2159
si6_b09_m800.03 3 1 13 8574 5538 13 81 427 1075 2008
si6_b09_m800.09 3 1 13 8151 6122 13 81 426 1333 2004
si6_b09_m800.07 3 1 14 7761 5609 14 81 414 1081 2006
si6_b09_m800.05 3 1 14 7998 5566 14 81 422 1086 2004
si6_b09_m800.04 3 1 13 8534 5551 13 136 414 1075 2250
si6_b09_m800.01 3 1 16 8580 5644 16 81 418 1085 2002
si6_b09_m800.00 3 1 13 8212 5631 13 82 419 1076 2038
si6_b09_m800.02 3 1 13 8278 5546 13 81 414 1074 2003
si6_b09_m800.06 3 1 17 7991 5680 17 103 427 1075 2008
si6_b09_m800.08 3 1 13 8014 5606 13 81 414 1078 2004
si6_b06m_m400.00 4 1 4 047 027 4 10 57 234 615
si6_b06m_m400.08 4 1 4 033 026 4 10 59 139 409
si6_b06m_m400.03 4 1 3 031 023 3 10 21 183 306
si6_b06m_m400.04 4 1 6 034 023 6 10 135 260 671
si6_b06m_m400.06 4 1 4 054 027 4 10 49 161 414
si6_b06m_m400.07 4 1 3 028 026 3 10 24 95 238
si6_b06m_m400.09 4 1 6 029 024 6 10 71 141 382
si6_b06m_m400.02 4 1 3 029 024 3 11 28 103 166
si6_b06m_m400.01 4 1 4 029 041 4 10 22 51 139
si6_b06m_m400.05 4 1 4 031 026 4 10 29 59 165
si2_m4Dr4_m1296.08 6 1 28 1303 1599 28 47 115 272 727
si2_m4Dr4_m1296.07 6 1 28 303 488 28 40 168 250 651
si2_m4Dr4_m1296.03 6 1 28 2291 3208 28 2111 139 387 758
si2_m4Dr4_m1296.05 6 1 30 182 181 30 38 194 630 1468
si2_m4Dr4_m1296.06 6 1 28 176 199 28 59 103 450 1150
si2_m4Dr4_m1296.04 6 1 28 104 148 28 61 171 512 1367
si2_m4Dr4_m1296.09 6 1 29 1010 317 29 87 132 242 625
si2_m4Dr4_m1296.01 6 1 28 1183 1599 28 78 230 489 1287
si2_m4Dr4_m1296.00 6 1 28 474 593 28 100 290 448 1157
si2_m4Dr4_m1296.02 6 1 32 1498 1464 32 141 117 257 680
si6_m4Dr6_m1296.02 6 1 46 2348 531 46 171 421 1003 3162
si6_m4Dr6_m1296.08 6 1 44 450 386 44 236 381 960 3083
si6_m4Dr6_m1296.07 6 1 43 373 376 43 173 375 970 3081
si6_m4Dr6_m1296.06 6 1 44 371 379 44 259 359 1128 3352
si6_m4Dr6_m1296.03 6 1 44 669 423 44 171 404 1010 3154
si6_m4Dr6_m1296.04 6 1 44 456 425 44 168 389 977 3103
si6_m4Dr6_m1296.05 6 1 44 675 426 44 264 877 1896 6251
si6_m4Dr6_m1296.00 6 1 44 369 370 44 164 376 933 2898
si6_m4Dr6_m1296.09 6 1 45 368 371 45 264 368 863 2614
si6_m4Dr6_m1296.01 6 1 45 595 368 45 164 372 1542 4956
si4_m4Dr2_m256.00 6 1 2 035 063 2 9 26 59 87
si4_m4Dr2_m256.01 6 1 1 010 010 1 3 23 44 91
si4_m4Dr2_m256.05 6 1 1 016 011 1 2 12 77 169
si4_m4Dr2_m256.04 6 1 1 023 021 1 4 43 63 181
si4_m4Dr2_m256.08 6 1 1 007 013 1 2 23 52 124
si4_m4Dr2_m256.07 6 1 2 026 008 2 2 9 20 79
si4_m4Dr2_m256.06 6 1 1 015 006 1 2 22 33 80
si4_m4Dr2_m256.02 6 1 1 005 007 1 5 12 30 117
si4_m4Dr2_m256.09 6 1 2 023 029 2 4 23 106 242
si4_m4Dr2_m256.03 6 1 1 020 018 1 3 14 31 76
si4_b09m_m200.01 4 1 1 006 012 1 3 8 28 76
si4_b09m_m200.00 4 1 1 008 010 1 2 8 30 80
si4_b09m_m200.03 4 1 1 047 008 1 3 17 60 151
si4_b09m_m200.06 4 1 1 076 008 1 3 9 32 83
si4_b09m_m200.02 4 1 1 008 012 1 3 15 49 115
si4_b09m_m200.04 4 1 1 017 009 1 3 27 55 130
si4_b09m_m200.05 4 1 1 009 008 1 3 8 41 71
si4_b09m_m200.07 4 1 1 007 007 1 3 15 83 123
si4_b09m_m200.08 4 1 1 006 006 1 2 7 27 62
si4_b09m_m200.09 4 1 1 012 007 1 2 19 54 139
si4_m4Dr4_m625.07 6 1 7 311 281 7 21 69 128 368
si4_m4Dr4_m625.05 6 1 11 050 076 11 18 105 192 899
si4_m4Dr4_m625.01 6 1 8 061 058 8 18 92 184 510
si4_m4Dr4_m625.08 6 1 7 352 056 7 28 48 124 438
si4_m4Dr4_m625.09 6 1 7 159 056 7 34 93 222 588
si4_m4Dr4_m625.00 6 1 7 702 902 7 144 53 150 349
si4_m4Dr4_m625.04 6 1 7 051 079 7 18 46 207 561
si4_m4Dr4_m625.06 6 1 7 265 283 7 19 52 122 318
si4_m4Dr4_m625.03 6 1 7 095 062 7 19 46 112 299
si4_m4Dr4_m625.02 6 1 7 048 052 7 28 118 171 457
si4_m4Dr4_m1296.03 6 1 34 658 284 34 145 352 853 2329
si4_m4Dr4_m1296.01 6 1 35 2410 312 35 93 221 503 1319
si4_m4Dr4_m1296.00 6 1 35 225 291 35 125 348 859 2335
si4_m4Dr4_m1296.07 6 1 33 220 227 33 90 388 880 2356
si4_m4Dr4_m1296.02 6 1 34 230 232 34 88 342 731 2125
si4_m4Dr4_m1296.04 6 1 35 234 280 35 90 230 490 1333
si4_m4Dr4_m1296.09 6 1 34 235 244 34 91 215 921 2530
si4_m4Dr4_m1296.06 6 1 34 2579 2699 34 136 232 537 1588
si4_m4Dr4_m1296.08 6 1 34 227 349 34 122 356 1451 3840
si4_m4Dr4_m1296.05 6 1 34 2469 364 34 167 236 558 1512
si2_r005_m400.05 7 1 3465 1e8 20588 1e8 4732 3465 4376 15152
si2_r005_m400.06 7 1 1698 11707115 1818735 1e8 1698 1903 2848 13366
si2_r005_m400.08 7 1 1591 138590 211951 1e8 1925 1591 2086 12437
si2_r005_m400.02 7 1 13031 709448 20784996 1e8 13031 70485 86205 111693
si2_r005_m400.03 7 1 715 66957287 115028 1e8 715 3312 4442 15135
si2_r005_m400.00 7 1 2680 7832600 782619 1e8 4245 2680 3686 14183
si2_r005_m400.07 7 1 5738 89234273 5305607 1e8 5738 42581 52280 71666
si2_r005_m400.09 7 1 265 49869847 60157 1e8 265 317 753 10841
si2_r005_m400.04 7 1 1554 1095031 1053668 1e8 2350 1554 2224 12371
si2_r005_m400.01 7 1 56 8382392 101386 1e8 56 144 509 10474
si2_b06m_m400.03 4 1 2 011 011 2 3 38 61 175
si2_b06m_m400.06 4 1 2 015 019 2 3 27 59 170
si2_b06m_m400.05 4 1 3 027 009 4 3 34 87 153
si2_b06m_m400.01 4 1 3 017 011 3 5 17 42 186
si2_b06m_m400.00 4 1 2 010 009 2 3 16 62 170
si2_b06m_m400.08 4 1 2 011 014 2 5 64 124 331
si2_b06m_m400.07 4 1 2 010 011 2 3 29 124 237
si2_b06m_m400.09 4 1 2 010 010 2 3 35 54 147
si2_b06m_m400.04 4 1 4 031 009 4 11 19 53 180
si2_b06m_m400.02 4 1 2 012 010 2 3 12 31 84
si6_r005_m600.02 7 1 575 545926 26832 1e8 575 3179 8063 99715
si6_r005_m600.08 7 1 132 1097988 85040 1e8 132 2649 7389 99423
si6_r005_m600.03 7 1 247 561006 125950 1e8 247 2825 7582 99602
si6_r005_m600.05 7 1 265 253126 35753 1e8 265 2792 7533 98741
si6_r005_m600.07 7 1 374 2071327 56276 1e8 374 3082 7908 99561
si6_r005_m600.04 7 1 201 2024831 21572 1e8 201 2715 7612 99498
si6_r005_m600.06 7 1 1933 6118215 26558 1e8 1933 4508 9630 101000
si6_r005_m600.01 7 1 163 90633 19388 1e8 163 2928 7392 99427
si6_r005_m600.09 7 1 167 143705 213676 1e8 167 2629 7381 99099
si6_r005_m600.00 7 1 188 416708 24814 1e8 188 2702 7554 98983
si6_r005_m200.02 7 1 20 4625 462 1e8 20 58 190 633
si6_r005_m200.08 7 1 12 6164 280 1e8 12 96 187 611
si6_r005_m200.09 7 1 33 1491 382 1e8 33 66 198 615
si6_r005_m200.05 7 1 63 1876 488 1e8 126 63 197 624
si6_r005_m200.03 7 1 12 3648 642 1e8 12 58 188 627
si6_r005_m200.00 7 1 54 11715 517 1e8 54 59 192 625
si6_r005_m200.04 7 1 8 838 384 1e8 8 53 186 615
si6_r005_m200.07 7 1 9 1349 368 1e8 9 52 181 612
si6_r005_m200.01 7 1 6 487 398 1e8 6 50 180 608
si6_r005_m200.06 7 1 7 365 382 1e8 7 49 179 602
si2_m4Dr6_m625.06 6 1 6 166 213 6 10 25 64 185
si2_m4Dr6_m625.08 6 1 6 211 107 6 23 74 127 365
si2_m4Dr6_m625.07 6 1 6 263 217 6 293 30 74 209
si2_m4Dr6_m625.03 6 1 6 202 194 6 18 48 69 190
si2_m4Dr6_m625.04 6 1 6 105 070 6 13 46 80 294
si2_m4Dr6_m625.05 6 1 6 181 023 6 10 26 68 205
si2_m4Dr6_m625.09 6 1 6 190 029 6 74 58 138 386
si2_m4Dr6_m625.01 6 1 6 148 163 6 18 26 71 209
si2_m4Dr6_m625.02 6 1 6 350 256 6 108 52 86 219
si2_m4Dr6_m625.00 6 1 6 024 028 6 13 57 106 302
si6_b03_m800.02 3 1 8 2636 3493 8 52 123 203 351
si6_b03_m800.04 3 1 11 2659 3498 11 53 120 202 347
si6_b03_m800.03 3 1 8 2635 3475 8 51 158 200 346
si6_b03_m800.05 3 1 8 2659 3494 8 51 121 202 347
si6_b03_m800.06 3 1 8 2656 3533 8 52 119 203 347
si6_b03_m800.01 3 1 9 2634 3514 9 51 192 201 346
si6_b03_m800.00 3 1 10 2646 3520 10 51 121 201 346
si6_b03_m800.07 3 1 8 2665 3536 8 72 118 201 351
si6_b03_m800.09 3 1 8 2652 3458 8 50 118 201 346
si6_b03_m800.08 3 1 8 3054 3520 8 51 138 201 346
si4_m4D_m1296.09 5 1 34 1259 1754 34 184 387 960 1944
si4_m4D_m1296.06 5 1 30 1301 1746 30 113 591 637 1326
si4_m4D_m1296.05 5 1 29 1451 1878 29 114 810 671 1691
si4_m4D_m1296.00 5 1 269 6923 7957 1e8 269 343 595 1039
si4_m4D_m1296.03 5 1 933 6391 8492 1e8 4132 933 1321 1723
si4_m4D_m1296.04 5 1 29 1390 1762 29 167 676 661 1376
si4_m4D_m1296.08 5 1 623 5284 9258 1e8 1e8 623 689 1139
si4_m4D_m1296.02 5 1 544 6589 8469 1e8 886 544 802 1292
si4_m4D_m1296.01 5 1 32 1418 1935 32 116 608 669 1390
si4_m4D_m1296.07 5 1 28 1370 1770 28 114 599 651 1388
si6_b03m_m400.03 4 1 2 017 020 2 13 26 56 85
si6_b03m_m400.01 4 1 2 019 017 2 10 26 73 90
si6_b03m_m400.09 4 1 2 019 017 2 8 43 66 75
si6_b03m_m400.08 4 1 2 016 014 2 10 26 71 108
si6_b03m_m400.07 4 1 2 016 017 2 9 25 75 83
si6_b03m_m400.02 4 1 2 020 015 2 12 25 37 56
si6_b03m_m400.05 4 1 4 017 018 4 14 24 36 72
si6_b03m_m400.00 4 1 2 019 018 2 9 15 37 78
si6_b03m_m400.06 4 1 2 019 017 2 12 28 111 216
si6_b03m_m400.04 4 1 2 020 015 2 15 39 64 77
si4_m4D_m256.07 5 1 1 028 035 1 4 21 30 63
si4_m4D_m256.06 5 1 1 031 033 1 4 17 31 64
si4_m4D_m256.05 5 1 1 033 053 1 5 20 33 68
si4_m4D_m256.08 5 1 1 039 050 1 5 15 35 77
si4_m4D_m256.04 5 1 1 055 058 1 6 20 37 75
si4_m4D_m256.09 5 1 1 045 054 1 5 20 37 73
si4_m4D_m256.02 5 1 2 042 047 2 4 25 35 72
si4_m4D_m256.00 5 1 1 049 056 1 6 36 37 75
si4_m4D_m256.03 5 1 1 047 049 1 4 13 34 69
si4_m4D_m256.01 5 1 1 049 054 1 6 15 37 73
si6_b06m_m800.07 4 1 14 125 105 14 81 181 379 1060
si6_b06m_m800.04 4 1 14 125 108 14 53 254 641 1832
si6_b06m_m800.01 4 1 14 137 108 14 52 175 640 1774
si6_b06m_m800.00 4 1 24 122 101 24 52 106 482 2380
si6_b06m_m800.05 4 1 14 122 155 14 52 265 790 2738
si6_b06m_m800.08 4 1 14 126 104 14 53 354 686 1736
si6_b06m_m800.09 4 1 14 119 104 14 52 266 1073 2293
si6_b06m_m800.02 4 1 14 126 121 14 53 177 386 902
si6_b06m_m800.03 4 1 14 120 144 14 52 202 747 2035
si6_b06m_m800.06 4 1 15 125 099 15 53 161 360 1005
si4_r001_m400.08 7 1 52 4229 918 1e8 10276125 52 90 281
si4_r001_m400.06 7 1 31 318 421 1e8 53467 31 93 294
si4_r001_m400.02 7 1 29 597 567 1e8 58 29 91 283
si4_r001_m400.00 7 1 38 975 1757 1e8 954 38 101 298
si4_r001_m400.04 7 1 33 3672 678 1e8 29466 33 88 266
si4_r001_m400.03 7 1 29 7184 454 1e8 19710 29 94 304
si4_r001_m400.09 7 1 14 701 432 1e8 14 28 93 294
si4_r001_m400.05 7 1 72 12033 8256 1e8 36851 72 96 271
si4_r001_m400.01 7 1 43 2735 543 1e8 4710 43 84 245
si4_r001_m400.07 7 1 81 4014 1212 1e8 4495 81 90 278
si2_m4Dr6_m1296.00 6 1 29 1224 1231 29 48 116 278 973
si2_m4Dr6_m1296.01 6 1 31 509 247 31 40 197 478 1348
si2_m4Dr6_m1296.09 6 1 30 315 155 30 41 187 655 1327
si2_m4Dr6_m1296.06 6 1 30 356 334 30 44 102 277 656
si2_m4Dr6_m1296.03 6 1 32 116 118 32 39 186 443 1254
si2_m4Dr6_m1296.02 6 1 30 124 163 30 40 112 278 808
si2_m4Dr6_m1296.05 6 1 29 911 1292 29 97 110 478 1384
si2_m4Dr6_m1296.08 6 1 30 317 121 30 65 280 695 1959
si2_m4Dr6_m1296.04 6 1 30 1351 1860 30 120 118 303 828
